name,artistIds,asciiName,attractionLights,availability,boosterTypes,borderColor,cardParts,colorIdentity,colorIndicator,colors,defense,duelDeck,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,rarity,rebalancedPrintings,relatedCards,securityStamp,setCode,side,signature,sourceProducts,subsets,subtypes,supertypes,text,toughness,type,types,uuid,variations,watermark
Family Reunion,02f6cdda-7a80-4184-853d-20b28d580868,,,"arena, mtgo, paper",default,black,,W,,W,,,18226,,,,,,"nonfoil, foil",,"Huatli smiled up at Akal. ""Our peoples have too long been parted, and yet we are cousins still.""",,2015,,,,True,True,,,,,,,,,,,True,,,,English,normal,,,,{1}{W},2,,,Choose one â€”\nâ€¢ Creatures you control get +1/+1 until end of turn.\nâ€¢ Creatures you control gain hexproof until end of turn. (They can't be the targets of spells or abilities your opponents control.),Instant,,,LCI,,common,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,,,Choose one â€”\nâ€¢ Creatures you control get +1/+1 until end of turn.\nâ€¢ Creatures you control gain hexproof until end of turn. (They can't be the targets of spells or abilities your opponents control.),,Instant,Instant,117078e4-1d82-5d7b-a1ca-e8d464f190ff,,
Get Lost,fee369ac-08b5-4a69-8ef8-f2b42b81e807,,,"arena, mtgo, paper",default,black,,W,,W,,,8705,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Explore,English,normal,,,,{1}{W},2,,,"Destroy target creature, enchantment, or planeswalker. Its controller creates two Map tokens. (They're artifacts with ""{1}, {T}, Sacrifice this artifact: Target creature you control explores. Activate only as a sorcery."")",Instant,,,"LCI, PLCI",,rare,,,oval,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,,,"Destroy target creature, enchantment, or planeswalker. Its controller creates two Map tokens. (They're artifacts with ""{1}, {T}, Sacrifice this artifact: Target creature you control explores. Activate only as a sorcery."")",,Instant,Instant,db1015f4-e493-5b91-8dbc-92ca13870e41,752dfd16-7cd8-5da5-8170-1a4a9e853715,
Glorifier of Suffering,6424e3e4-03bc-4187-a3dd-7d85267bad46,,,"arena, mtgo, paper",default,black,,W,,W,,,22366,,,,,,"nonfoil, foil",,"""Everyone wants to be remembered. Few are willing to do what it takes.""",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{2}{W},3,,,"When Glorifier of Suffering enters the battlefield, you may sacrifice another creature or artifact. When you do, put a +1/+1 counter on each of up to two target creatures.",Creature â€” Vampire Soldier,,3,LCI,,common,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,"Vampire, Soldier",,"When Glorifier of Suffering enters the battlefield, you may sacrifice another creature or artifact. When you do, put a +1/+1 counter on each of up to two target creatures.",2,Creature â€” Vampire Soldier,Creature,adf80616-0390-5266-a40d-a0bcd8f364a4,,
Guardian of the Great Door,d2340aef-8ca9-4e0d-864c-6a4e8d5e350a,,,"arena, mtgo, paper",default,black,,W,,W,,,24232,,,,,,"nonfoil, foil",,"The Core was sealed long ago by the Deep Gods, who set the angels to the eternal task of defending its golden gates.",,2015,,,,True,True,,,,,,,,,,,,,,Flying,English,normal,,,,{W}{W},2,,,"As an additional cost to cast this spell, tap four untapped artifacts, creatures, and/or lands you control.\nFlying",Creature â€” Angel,,4,LCI,,uncommon,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,Angel,,"As an additional cost to cast this spell, tap four untapped artifacts, creatures, and/or lands you control.\nFlying",4,Creature â€” Angel,Creature,8fab2c14-6455-5197-ad12-28cb21226e41,,
Helping Hand,b701136e-c578-4a48-9383-1c2a5381ecb2,,,"arena, mtgo, paper",default,black,,W,,W,,,15183,,,,,,"nonfoil, foil",,Itzmin walked away from the collapse with a new friendâ€”and an enduring fear of heights.,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{W},1,,,Return target creature card with mana value 3 or less from your graveyard to the battlefield tapped.,Sorcery,,,LCI,,uncommon,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,,,Return target creature card with mana value 3 or less from your graveyard to the battlefield tapped.,,Sorcery,Sorcery,06c75fc4-258a-5af7-ab9e-eaca18a07e6a,,
Ironpaw Aspirant,f852fa13-137e-40f2-bbc1-0f01df09c0e0,,,"arena, mtgo, paper",default,black,,W,,W,,,19744,,,,,,"nonfoil, foil",,"""Train your mind and your muscles with equal ferocity, cub. Without wisdom, even a mighty warrior is nothing but a bully.""\nâ€”Sovereign Okinec Ahau",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{W},2,,,"When Ironpaw Aspirant enters the battlefield, put a +1/+1 counter on target creature.",Creature â€” Cat Warrior,,1,LCI,,common,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,"Cat, Warrior",,"When Ironpaw Aspirant enters the battlefield, put a +1/+1 counter on target creature.",2,Creature â€” Cat Warrior,Creature,2228c4c3-ad1c-5b86-ab33-a65912691b5d,,
Kinjalli's Dawnrunner,358dd624-fef2-45a8-a075-c880bb03058c,,,"arena, mtgo, paper",default,black,,W,,W,,,22885,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Double strike, Explore",English,normal,,,,{2}{W},3,,,"Double strike\nWhen Kinjalli's Dawnrunner enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your g",Creature â€” Human Scout,,1,LCI,,uncommon,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,"Human, Scout",,"Double strike\nWhen Kinjalli's Dawnrunner enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your g",1,Creature â€” Human Scout,Creature,f76ad1f5-6c5e-5f80-957a-6c22ef599082,,
Kutzil's Flanker,60ff7459-c81d-41e6-bec1-4264c2161014,,,"arena, mtgo, paper",default,black,,W,,W,,,16205,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Flash, Scry",English,normal,,,,{2}{W},3,,,"Flash\nWhen Kutzil's Flanker enters the battlefield, choose one â€”\nâ€¢ Put a +1/+1 counter on Kutzil's Flanker for each creature that left the battlefield under your control this turn.\nâ€¢ You gain 2 life and scry 2.\nâ€¢ Exile target player's graveyar",Creature â€” Cat Warrior,,3,"LCI, PLCI",,rare,,,oval,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,"Cat, Warrior",,"Flash\nWhen Kutzil's Flanker enters the battlefield, choose one â€”\nâ€¢ Put a +1/+1 counter on Kutzil's Flanker for each creature that left the battlefield under your control this turn.\nâ€¢ You gain 2 life and scry 2.\nâ€¢ Exile target player's graveyar",1,Creature â€” Cat Warrior,Creature,aa1e494f-d58b-5f10-94aa-15fce78fa083,ea0d914f-dae2-5087-b3a6-933adf319e26,
Malamet War Scribe,a1bba8ff-63b4-4786-b1c4-f1bfe5d3ab1c,,,"arena, mtgo, paper",default,black,,W,,W,,,21664,,,,,,"nonfoil, foil",,The glyph is mightier than the sword.,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{3}{W}{W},5,,,"When Malamet War Scribe enters the battlefield, creatures you control get +2/+1 until end of turn.",Creature â€” Cat Warrior,,4,LCI,,uncommon,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,"Cat, Warrior",,"When Malamet War Scribe enters the battlefield, creatures you control get +2/+1 until end of turn.",3,Creature â€” Cat Warrior,Creature,9e976fc8-ad61-54ac-8f94-29fca305a0d6,,
Market Gnome,0c37cdfe-5651-4ae6-a3c8-e7153509f970,,,"arena, mtgo, paper",default,black,,W,,W,,,15144,,,,,,"nonfoil, foil",,"""Maize, sweet and fresh! Tamal, hot and filling! Water, still or sparkling!""",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{W},1,,,"When Market Gnome dies, you gain 1 life and draw a card.\nWhen Market Gnome is exiled from the battlefield while you're activating a craft ability, you gain 1 life and draw a card.",Artifact Creature â€” Gnome,,0,LCI,,uncommon,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,Gnome,,"When Market Gnome dies, you gain 1 life and draw a card.\nWhen Market Gnome is exiled from the battlefield while you're activating a craft ability, you gain 1 life and draw a card.",3,Artifact Creature â€” Gnome,"Artifact, Creature",29ae111d-2d91-540b-9dc3-5c1bf1ae6ff3,,
Might of the Ancestors,b701136e-c578-4a48-9383-1c2a5381ecb2,,,"arena, mtgo, paper",default,black,,W,,W,,,20999,,,,,,"nonfoil, foil",,Malamet histories speak of a time when they were not yet confined to mortal bodies and existed as ferocity unrestrained.,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{2}{W},3,,,"At the beginning of combat on your turn, target creature you control gets +2/+0 and gains vigilance until end of turn.",Enchantment,,,LCI,,uncommon,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,,,"At the beginning of combat on your turn, target creature you control gets +2/+0 and gains vigilance until end of turn.",,Enchantment,Enchantment,0bec44e8-e176-52c8-8340-b2516ef6af37,,
Miner's Guidewing,e17f248e-6a47-4889-b048-a646739923b0,,,"arena, mtgo, paper",default,black,,W,,W,,,19373,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Explore, Flying, Vigilance",English,normal,,,,{W},1,,,"Flying, vigilance\nWhen Miner's Guidewing dies, target creature you control explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on that creature, then put the card back or put it into",Creature â€” Bird,,1,LCI,,common,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,Bird,,"Flying, vigilance\nWhen Miner's Guidewing dies, target creature you control explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on that creature, then put the card back or put it into",1,Creature â€” Bird,Creature,dfac90ed-6531-5f92-bec8-54137933df8e,,
Mischievous Pup,f7a750ec-c87e-4259-a686-434b4720f1a1,,,"arena, mtgo, paper",default,black,,W,,W,,,20787,,,,,,"nonfoil, foil",,"""Either he made a gnome very angry when he took that, or he'll make one very happy when he brings it back.""\nâ€”Ihio, Oteclan market vendor",,2015,,,,True,True,,,,,,,,,,,,,,Flash,English,normal,,,,{2}{W},3,,,"Flash\nWhen Mischievous Pup enters the battlefield, return up to one other target permanent you control to its owner's hand.",Creature â€” Dog,,3,LCI,,uncommon,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,Dog,,"Flash\nWhen Mischievous Pup enters the battlefield, return up to one other target permanent you control to its owner's hand.",1,Creature â€” Dog,Creature,d4c3219b-f534-5b24-8331-6ee05ffb1147,,
"Ojer Taq, Deepest Foundation // Temple of Civilization",c09ede88-a1b5-4a18-9895-dc8a965d28a5,,,"arena, mtgo, paper",default,black,,W,,W,,,6310,,6,,6,"Ojer Taq, Deepest Foundation","nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,"Transform, Vigilance",English,transform,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{4}{W}{W},6,,,,,f8514939-0b54-5ae5-9454-b06c2497b12e,6,"LCI, PLCI",,mythic,,,oval,LCI,a,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,God,Legendary,"Vigilance\nIf one or more creature tokens would be created under your control, three times that many of those tokens are created instead.\nWhen Ojer Taq dies, return it to the battlefield tapped and transformed under its owner's control.",6,Legendary Creature â€” God,Creature,c531ac32-d1b4-5d22-bbf7-1d1f4aeb40ec,97be3b78-3dd8-5dc8-99cd-1407b931a9bc,
Oltec Archaeologists,e45fe8d3-75d6-42c9-a2df-e945ad81ea27,,,"arena, mtgo, paper",default,black,,W,,W,,,23526,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Scry,English,normal,,,,{4}{W},5,,,"When Oltec Archaeologists enters the battlefield, choose one â€”\nâ€¢ Return target artifact card from your graveyard to your hand.\nâ€¢ Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom and the rest on top in",Creature â€” Human Artificer Scout,,4,LCI,,common,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,"Human, Artificer, Scout",,"When Oltec Archaeologists enters the battlefield, choose one â€”\nâ€¢ Return target artifact card from your graveyard to your hand.\nâ€¢ Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom and the rest on top in",4,Creature â€” Human Artificer Scout,Creature,1351680e-dce6-55bf-bd77-2554747b0ce3,,
Oltec Cloud Guard,6777be9f-5724-4fdb-b6a0-a83f63efa4ca,,,"arena, mtgo, paper",default,black,,W,,W,,,23373,,,,,,"nonfoil, foil",,Many Oltec youth dream of one day joining the elite bat-riding cavalry of the Thousand Moons military force.,,2015,,,,True,True,,,,,,,,,,,,,,Flying,English,normal,,,,{3}{W},4,,,"Flying\nWhen Oltec Cloud Guard enters the battlefield, create a 1/1 colorless Gnome artifact creature token.",Creature â€” Human Soldier,,3,LCI,,common,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,"Human, Soldier",,"Flying\nWhen Oltec Cloud Guard enters the battlefield, create a 1/1 colorless Gnome artifact creature token.",2,Creature â€” Human Soldier,Creature,aa281663-d72d-5be3-98bb-0ce8db132f27,,
Oteclan Landmark // Oteclan Levitator,002c739e-aa1f-4c1d-921b-37cb2d1b1c5b,,,"arena, mtgo, paper",default,black,,W,,W,,,17469,,1,,1,Oteclan Landmark,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Craft, Scry, Transform",English,transform,,,,{W},1,,,,,55997d2c-bc8f-55a0-bb4b-6e4adc9a0c81,,LCI,,common,,,,LCI,a,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,,,"When Oteclan Landmark enters the battlefield, scry 2.\nCraft with artifact {2}{W} ({2}{W}, Exile this artifact, Exile another artifact you control or an artifact card from your graveyard: Return this card transformed under its owner's control. Craft only ",,Artifact,Artifact,635d1144-b4a3-5bb2-be79-b03bf77c39a2,,
Petrify,108aadbc-d635-4a0f-8944-70440e620f84,,,"arena, mtgo, paper",default,black,,W,,W,,,16843,,,,,,"nonfoil, foil",,"Those who break the laws of the Malamet become cold, silent warnings to others who might try.",,2015,,,,True,True,,,,,,,,,,,,,,Enchant,English,normal,,,,{1}{W},2,,,"Enchant artifact or creature\nEnchanted permanent can't attack or block, and its activated abilities can't be activated.",Enchantment â€” Aura,,,LCI,,common,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,Aura,,"Enchant artifact or creature\nEnchanted permanent can't attack or block, and its activated abilities can't be activated.",,Enchantment â€” Aura,Enchantment,5dc96eb4-ac6c-5bbf-ac5d-81714824f3fa,,
Quicksand Whirlpool,1f22abb8-3873-4e81-93f3-79db5e56dd64,,,"arena, mtgo, paper",default,black,,W,,W,,,23166,,,,,,"nonfoil, foil",,"""Those who would steal the blood and breath of the living will drink their fill of the sand.""\nâ€”Sovereign Okinec Ahau",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{5}{W},6,,,This spell costs {3} less to cast if it targets a tapped creature.\nExile target creature.,Instant,,,LCI,,common,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,,,This spell costs {3} less to cast if it targets a tapped creature.\nExile target creature.,,Instant,Instant,c15cff24-93f0-55ad-9ff3-9a4cae67ec68,,
Resplendent Angel,bd8f7368-5b10-4554-b6b8-d052c6aca89f,,,"arena, mtgo, paper",default,black,,W,,W,,,2721,0.39,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,True,,,,,,Flying,English,normal,,,,{1}{W}{W},3,,,"Flying\nAt the beginning of each end step, if you gained 5 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.\n{3}{W}{W}{W}: Until end of turn, Resplendent Angel gets +2/+2 and gains lifelink.",Creature â€” Angel,,3,"LCI, M19, PLCI, PM19",,mythic,,,oval,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,Angel,,"Flying\nAt the beginning of each end step, if you gained 5 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.\n{3}{W}{W}{W}: Until end of turn, Resplendent Angel gets +2/+2 and gains lifelink.",3,Creature â€” Angel,Creature,d26ab600-e360-55ae-a1c7-bf82b0249af4,17cbf82c-79c1-50ea-b68f-e7b8cb6f9b47,
Ruin-Lurker Bat,a0670296-0225-4630-95c6-feab68d14df4,,,"arena, mtgo, paper",default,black,,W,,W,,,18108,,,,,,"nonfoil, foil",,"""Look! Aclazotz sends his children to watch over our pilgrimage.""\nâ€”ClavileÃ±o, First of the Blessed",,2015,,,,True,True,,,,,,,,,,,,,,"Flying, Lifelink, Scry",English,normal,,,,{W},1,,,"Flying, lifelink\nAt the beginning of your end step, if you descended this turn, scry 1. (You descended if a permanent card was put into your graveyard from anywhere.)",Creature â€” Bat,,1,LCI,,uncommon,,,,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,Bat,,"Flying, lifelink\nAt the beginning of your end step, if you descended this turn, scry 1. (You descended if a permanent card was put into your graveyard from anywhere.)",1,Creature â€” Bat,Creature,ac833432-0ad7-51ef-bf2c-e42045ac7603,,
Sanguine Evangelist,810677e5-a502-4c03-b726-78cd808a75d4,,,"arena, mtgo, paper",default,black,,W,,W,,,17290,,,,,,"nonfoil, foil",,"""Fang-brethren, we feed together.""",,2015,,,,True,True,,,,,,,,,,,,,,Battle Cry,English,normal,,,,{2}{W},3,,,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)\nWhen Sanguine Evangelist enters the battlefield or dies, create a 1/1 black Bat creature token with flying.",Creature â€” Vampire Cleric,,2,"LCI, PLCI",,rare,,,oval,LCI,,,"{""foil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00"", ""955c4191-c152-5025-9248-8c9e49fada0a""], ""nonfoil"": [""2eed0d45-cdbe-567f-a44a-045f17ecd55a"", ""83d3a4f6-e1f3-5249-b93f-a6e5f27bcf00""]}",,"Vampire, Cleric",,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)\nWhen Sanguine Evangelist enters the battlefield or dies, create a 1/1 black Bat creature token with flying.",1,Creature â€” Vampire Cleric,Creature,0347638d-968d-5ddb-8327-84667caab72d,e93dffaa-f89f-5c28-8edb-33a2b2b1c5c0,
